"NUCAN";"CODE";"INSCRITS";"VOTANTS";"EXPRIMÉS";"PC";"EXG";"SOC";"RDG";"DVG";"UDF";"RPR";"DVD";"FN";"ECO";"CodeDpt";"CodeCanton";"IDCanton"
"4400000000140";7852;7287;5107;4859;0;0;1827;0;0;3032;0;0;0;0;"44";"14";"4414"
"4400000000220";7852;13430;6212;6071;0;0;2306;0;0;0;3765;0;0;0;"44";"22";"4422"
"4400000000240";7852;15172;6432;5087;2240;0;2847;0;0;0;0;0;0;0;"44";"24";"4424"
"4400000000260";7852;11498;5784;5589;0;0;3004;0;0;0;2585;0;0;0;"44";"26";"4426"
"4400000000350";7852;17648;11723;11292;0;0;5351;0;0;0;0;5941;0;0;"44";"35";"4435"
"4400000000390";7852;15721;8887;8514;0;0;4367;0;0;4147;0;0;0;0;"44";"39";"4439"
"4400000000450";7852;5229;4108;4017;0;0;1934;0;0;0;2083;0;0;0;"44";"45";"4445"
"4400000000490";7852;15594;8832;8606;0;0;4299;0;0;0;0;4307;0;0;"44";"49";"4449"
"4400000000520";7852;16392;8962;8709;0;0;4875;0;0;0;3834;0;0;0;"44";"52";"4452"
"4400000000530";7852;14519;8738;8255;0;0;4035;0;0;0;4220;0;0;0;"44";"53";"4453"
"4400000000570";7852;17164;10145;9669;0;0;3358;0;0;0;6311;0;0;0;"44";"57";"4457"
"4400000000580";7852;13188;6883;6690;0;0;3584;0;0;3106;0;0;0;0;"44";"58";"4458"
"4400000000590";7852;9095;6207;6023;0;0;1666;0;0;0;0;4357;0;0;"44";"59";"4459"
"4500000000010";7852;5466;4163;3988;0;0;0;0;2097;0;0;1891;0;0;"45";"01";"4501"
"4500000000060";7852;10748;6773;6479;0;0;2160;0;0;0;0;4319;0;0;"45";"06";"4506"
"4500000000090";7852;4868;3351;3196;0;0;2031;0;0;0;1165;0;0;0;"45";"09";"4509"
"4500000000150";7852;9181;6322;6022;0;0;0;0;0;0;3214;2808;0;0;"45";"15";"4515"
"4500000000180";7852;10340;6851;6378;0;0;2142;0;0;0;4236;0;0;0;"45";"18";"4518"
"4500000000190";7852;9961;5859;5519;2404;0;0;0;0;0;3115;0;0;0;"45";"19";"4519"
"4500000000230";7852;11795;6518;6287;0;0;2707;0;0;0;3580;0;0;0;"45";"23";"4523"
"4500000000330";7852;12623;8911;8368;4250;0;0;0;0;0;4118;0;0;0;"45";"33";"4533"
"4500000000340";7852;12390;5926;3888;3888;0;0;0;0;0;0;0;0;0;"45";"34";"4534"
"4500000000360";7852;10047;6568;6284;0;0;3197;0;0;3087;0;0;0;0;"45";"36";"4536"
"4600000000020";7852;4836;3338;3151;0;0;0;1799;0;0;1352;0;0;0;"46";"02";"4602"
"4600000000030";7852;5646;4115;3934;1926;0;0;0;0;2008;0;0;0;0;"46";"03";"4603"
"4600000000040";7852;2615;2176;2143;0;0;0;1123;0;0;0;1020;0;0;"46";"04";"4604"
"4600000000090";7852;6852;5391;5246;0;0;2662;0;0;0;0;2584;0;0;"46";"09";"4609"
"4600000000130";7852;5341;4350;4194;0;0;2001;0;0;0;2193;0;0;0;"46";"13";"4613"
"4600000000160";7852;1499;1215;1161;0;0;0;597;0;0;0;564;0;0;"46";"16";"4616"
"4600000000190";7852;4850;3833;3386;0;0;1674;1712;0;0;0;0;0;0;"46";"19";"4619"
"4600000000200";7852;3872;3054;2909;0;0;0;1753;0;0;1156;0;0;0;"46";"20";"4620"
"4600000000220";7852;1871;1544;1521;0;0;0;841;0;0;0;680;0;0;"46";"22";"4622"
"4600000000260";7852;1580;1284;1246;0;0;653;0;0;0;593;0;0;0;"46";"26";"4626"
"4600000000300";7852;1606;1406;1385;0;0;677;0;0;0;708;0;0;0;"46";"30";"4630"
"4600000000310";7852;6519;4368;4133;0;0;2464;0;0;0;1669;0;0;0;"46";"31";"4631"
"4700000000020";7852;6565;4160;3966;0;0;1618;0;0;2348;0;0;0;0;"47";"02";"4702"
"4700000000130";7852;8428;6847;6640;0;0;3137;0;0;0;0;3503;0;0;"47";"13";"4713"
"4700000000140";7852;1221;988;962;547;0;0;0;0;248;0;0;167;0;"47";"14";"4714"
"4700000000160";7852;2586;1883;1803;0;0;696;0;0;0;0;1107;0;0;"47";"16";"4716"
"4700000000190";7852;10619;8327;8039;0;0;3525;0;0;0;0;4514;0;0;"47";"19";"4719"
"4700000000210";7852;3546;2865;2757;1398;0;0;0;0;0;0;1359;0;0;"47";"21";"4721"
"4700000000240";7852;4479;3885;3825;0;0;1866;0;0;0;0;1959;0;0;"47";"24";"4724"
"4700000000280";7852;3094;2477;2393;0;0;1130;0;0;0;0;1263;0;0;"47";"28";"4728"
"4700000000300";7852;5708;4104;3951;0;0;1056;0;0;0;0;2895;0;0;"47";"30";"4730"
"4700000000320";7852;9743;7981;7575;0;0;4089;0;0;0;0;3486;0;0;"47";"32";"4732"
"4700000000340";7852;10823;7825;7231;0;0;2499;0;0;0;2525;2207;0;0;"47";"34";"4734"
"4700000000390";7852;11626;7796;7554;0;0;2589;0;0;0;0;4102;863;0;"47";"39";"4739"
"4700000000400";7852;7249;5362;5188;0;0;2831;0;0;0;2357;0;0;0;"47";"40";"4740"
"4800000000100";7852;4101;3108;3025;0;0;0;0;1663;0;0;1362;0;0;"48";"10";"4810"
"4800000000220";7852;2490;1630;1469;0;0;1114;0;0;0;0;355;0;0;"48";"22";"4822"
"4900000000040";7852;7457;5007;4798;0;0;1747;0;0;3051;0;0;0;0;"49";"04";"4904"
"4900000000070";7852;5181;3903;3774;0;0;0;0;0;0;1910;1864;0;0;"49";"07";"4907"
"4900000000080";7852;6997;5094;4717;0;0;0;0;2213;2504;0;0;0;0;"49";"08";"4908"
"4900000000130";7852;9135;6199;6006;0;0;1345;0;0;3390;0;1271;0;0;"49";"13";"4913"
"4900000000210";7852;10447;7325;6747;0;0;0;0;0;3964;0;2783;0;0;"49";"21";"4921"
"4900000000250";7852;10950;7504;6735;0;0;0;0;0;4199;2536;0;0;0;"49";"25";"4925"
"4900000000260";7852;8604;6318;6151;0;0;1196;0;0;0;2257;2698;0;0;"49";"26";"4926"
"4900000000270";7852;6835;4462;4183;0;0;0;0;0;2451;0;1732;0;0;"49";"27";"4927"
"4900000000280";7852;7449;4565;4335;0;0;1583;0;0;0;2752;0;0;0;"49";"28";"4928"
"4900000000290";7852;20020;12328;11633;0;0;5419;0;0;0;6214;0;0;0;"49";"29";"4929"
"4900000000300";7852;11511;9042;8862;0;0;4536;0;0;0;0;4326;0;0;"49";"30";"4930"
"4900000000350";7852;15498;7910;7597;0;0;3057;0;0;0;4540;0;0;0;"49";"35";"4935"
"4900000000360";7852;15391;9592;9212;4320;0;0;0;0;4892;0;0;0;0;"49";"36";"4936"
"4900000000370";7852;15390;8136;7878;0;0;3576;0;0;0;4302;0;0;0;"49";"37";"4937"
"4900000000380";7852;14134;7803;7502;0;0;3081;0;0;4421;0;0;0;0;"49";"38";"4938"
"5000000000040";7852;5262;3799;3602;0;0;0;0;0;0;1732;0;0;1870;"50";"04";"5004"
"5000000000070";7852;6236;3806;3515;0;0;0;0;0;0;0;3515;0;0;"50";"07";"5007"
"5000000000120";7852;8156;5503;5363;0;0;1099;0;0;0;2488;1776;0;0;"50";"12";"5012"
"5000000000260";7852;4260;3541;3421;0;0;0;0;0;1696;1725;0;0;0;"50";"26";"5026"
"5000000000270";7852;4705;3614;3473;0;0;0;0;1718;0;0;1755;0;0;"50";"27";"5027"
"5000000000290";7852;5470;4370;4254;0;0;1397;0;0;0;1395;1462;0;0;"50";"29";"5029"
"5000000000340";7852;4844;3557;3453;0;0;1626;0;0;1827;0;0;0;0;"50";"34";"5034"
"5000000000440";7852;3119;2647;2607;0;0;0;0;0;1229;1378;0;0;0;"50";"44";"5044"
"5000000000490";7852;8819;4749;4616;0;0;2069;0;0;2547;0;0;0;0;"50";"49";"5049"
"5000000000500";7852;14226;9081;8730;0;0;4394;0;0;0;4336;0;0;0;"50";"50";"5050"
"5000000000520";7852;8891;5724;5537;0;0;2398;0;0;3139;0;0;0;0;"50";"52";"5052"
"5100000000070";7852;3035;2311;2264;0;0;1164;0;0;0;0;1100;0;0;"51";"07";"5107"
"5100000000110";7852;9713;5690;5418;0;0;2045;0;0;3373;0;0;0;0;"51";"11";"5111"
"5100000000130";7852;4282;3370;3284;0;0;0;0;0;0;1692;1592;0;0;"51";"13";"5113"
"5100000000230";7852;6818;5278;5176;0;0;2380;0;0;0;0;2796;0;0;"51";"23";"5123"
"5100000000250";7852;7472;5617;5478;0;0;2459;0;0;0;3019;0;0;0;"51";"25";"5125"
"5100000000280";7852;8084;5326;4995;0;0;2073;0;0;0;0;2922;0;0;"51";"28";"5128"
"5100000000370";7852;14874;9163;8685;4209;0;0;0;0;0;4476;0;0;0;"51";"37";"5137"
"5100000000410";7852;8714;5147;5028;0;0;2888;0;0;2140;0;0;0;0;"51";"41";"5141"
"5100000000420";7852;10095;4664;4524;0;0;2370;0;0;0;2154;0;0;0;"51";"42";"5142"
"5100000000430";7852;11423;5906;5588;0;0;2200;0;0;0;0;3388;0;0;"51";"43";"5143"
"5200000000060";7852;3450;2506;2460;0;0;0;660;0;1185;0;615;0;0;"52";"06";"5206"
"5200000000160";7852;9470;5747;5590;0;0;1702;0;0;0;2813;1075;0;0;"52";"16";"5216"
"5200000000180";7852;3839;2811;2661;0;0;0;0;0;0;0;2661;0;0;"52";"18";"5218"
"5200000000250";7852;8886;3995;3512;0;0;0;0;0;0;3512;0;0;0;"52";"25";"5225"
"5200000000300";7852;5833;3611;3447;1569;0;0;0;0;0;1878;0;0;0;"52";"30";"5230"
"5300000000180";7852;6480;4417;4284;0;0;1974;0;0;2310;0;0;0;0;"53";"18";"5318"
"5300000000200";7852;8723;6669;6462;0;0;3037;0;0;3425;0;0;0;0;"53";"20";"5320"
"5300000000210";7852;8947;6517;6342;0;0;2128;0;0;2668;0;1546;0;0;"53";"21";"5321"
"5300000000250";7852;6442;4700;4513;0;0;0;0;0;0;0;4513;0;0;"53";"25";"5325"
"5300000000290";7852;7569;5132;4948;0;0;2535;0;0;2413;0;0;0;0;"53";"29";"5329"
"5300000000300";7852;5331;3614;3463;0;0;1789;0;0;0;1674;0;0;0;"53";"30";"5330"
"5300000000310";7852;6108;4199;4126;0;0;496;0;0;1314;0;2316;0;0;"53";"31";"5331"
"5400000000020";7852;14556;9270;8721;5287;0;0;0;0;0;3434;0;0;0;"54";"02";"5402"
"5400000000100";7852;4928;3979;3870;0;0;2145;0;0;1725;0;0;0;0;"54";"10";"5410"
"5400000000110";7852;13771;9856;9409;4654;0;0;0;0;4755;0;0;0;0;"54";"11";"5411"
"5400000000170";7852;8743;5259;4949;0;0;2041;0;0;2908;0;0;0;0;"54";"17";"5417"
"5400000000200";7852;14283;6004;5802;0;0;1799;0;0;0;0;4003;0;0;"54";"20";"5420"
"5400000000240";7852;12362;7511;7206;0;0;3089;0;0;0;4117;0;0;0;"54";"24";"5424"
"5400000000250";7852;18177;10241;9634;0;0;3875;0;0;0;5759;0;0;0;"54";"25";"5425"
"5400000000260";7852;3019;2103;2018;0;0;0;0;0;0;0;2018;0;0;"54";"26";"5426"
"5400000000280";7852;8410;5151;4837;0;0;1681;0;0;3156;0;0;0;0;"54";"28";"5428"
"5400000000300";7852;12114;7194;6906;4254;0;0;0;0;2652;0;0;0;0;"54";"30";"5430"
"5400000000310";7852;12937;5262;3766;3766;0;0;0;0;0;0;0;0;0;"54";"31";"5431"
"5400000000370";7852;11751;7962;7485;4117;0;0;0;0;0;3368;0;0;0;"54";"37";"5437"
"5400000000380";7852;14067;7361;7017;0;0;2482;0;0;4535;0;0;0;0;"54";"38";"5438"
"5400000000400";7852;14511;9441;9061;0;0;4039;0;0;0;0;5022;0;0;"54";"40";"5440"
"5500000000010";7852;7004;4562;4277;0;0;1589;0;0;0;2688;0;0;0;"55";"01";"5501"
"5500000000120";7852;1953;1598;1521;0;0;0;0;461;678;0;382;0;0;"55";"12";"5512"
"5500000000150";7852;2564;1997;1884;0;0;0;0;0;926;0;958;0;0;"55";"15";"5515"
"5500000000190";7852;6503;5232;5100;2627;0;0;0;0;0;0;2473;0;0;"55";"19";"5519"
"5500000000240";7852;4042;2179;1630;0;0;0;0;0;0;0;1630;0;0;"55";"24";"5524"
"5500000000300";7852;7049;4066;3861;0;0;1303;0;0;2558;0;0;0;0;"55";"30";"5530"
"5600000000090";7852;8220;6731;6623;0;0;0;0;2945;0;0;3678;0;0;"56";"09";"5609"
"5600000000120";7852;6710;5564;5341;0;0;2728;0;0;2577;0;36;0;0;"56";"12";"5612"
"5600000000180";7852;14570;8651;8263;0;0;4328;0;0;3935;0;0;0;0;"56";"18";"5618"
"5600000000250";7852;10417;6978;6515;0;0;1907;0;0;4608;0;0;0;0;"56";"25";"5625"
"5600000000300";7852;11551;6831;6487;0;0;1497;0;0;4990;0;0;0;0;"56";"30";"5630"
"5600000000380";7852;13454;9252;9055;0;0;4229;0;0;4826;0;0;0;0;"56";"38";"5638"
"5600000000400";7852;14488;9203;8777;5445;0;0;0;0;0;3332;0;0;0;"56";"40";"5640"
"5600000000420";7852;14115;9690;9411;0;0;3891;0;0;1020;0;4500;0;0;"56";"42";"5642"
"5700000000050";7852;12308;8565;8190;0;0;4206;0;0;3984;0;0;0;0;"57";"05";"5705"
"5700000000110";7852;15781;10469;10008;4379;0;0;0;0;5629;0;0;0;0;"57";"11";"5711"
"5700000000160";7852;4853;3362;3153;0;0;0;0;0;0;1794;1359;0;0;"57";"16";"5716"
"5700000000170";7852;13089;6543;6090;0;0;2517;0;0;3573;0;0;0;0;"57";"17";"5717"
"5700000000200";7852;19441;11335;10896;0;0;4530;0;0;0;6366;0;0;0;"57";"20";"5720"
"5700000000300";7852;16358;8924;8061;0;0;0;0;0;2986;5075;0;0;0;"57";"30";"5730"
"5700000000320";7852;12018;8003;7746;0;0;3835;0;0;0;3911;0;0;0;"57";"32";"5732"
"5700000000370";7852;19484;10925;10575;0;0;3418;0;0;0;0;7157;0;0;"57";"37";"5737"
"5700000000380";7852;17078;11059;10543;4524;0;0;0;0;6019;0;0;0;0;"57";"38";"5738"
"5700000000410";7852;18935;11270;10866;3438;0;1374;0;0;0;6054;0;0;0;"57";"41";"5741"
"5700000000430";7852;16474;11116;10705;5780;0;0;0;0;0;4925;0;0;0;"57";"43";"5743"
"5700000000440";7852;12721;7527;6619;2773;0;3846;0;0;0;0;0;0;0;"57";"44";"5744"
"5700000000450";7852;12646;7406;7026;0;0;3438;0;0;0;3584;4;0;0;"57";"45";"5745"
"5700000000470";7852;16933;10029;9559;0;0;4002;0;0;5557;0;0;0;0;"57";"47";"5747"
"5700000000480";7852;13278;8147;7763;0;0;3588;0;0;0;0;4175;0;0;"57";"48";"5748"
"5700000000490";7852;15994;5691;4603;0;0;0;0;0;4603;0;0;0;0;"57";"49";"5749"
"5700000000500";7852;16832;9943;8811;0;0;0;0;0;4019;0;4792;0;0;"57";"50";"5750"
"5800000000020";7852;7994;5618;5348;0;0;2848;0;0;0;2500;0;0;0;"58";"02";"5802"
"5800000000060";7852;4547;3381;3287;0;0;1692;0;0;1595;0;0;0;0;"58";"06";"5806"
"5800000000070";7852;6903;4961;4813;0;0;2301;0;0;2512;0;0;0;0;"58";"07";"5807"
"5800000000090";7852;3434;1855;1408;0;0;0;0;1408;0;0;0;0;0;"58";"09";"5809"
"5800000000140";7852;4057;2775;2700;618;0;0;0;1033;0;0;1049;0;0;"58";"14";"5814"
"5800000000230";7852;3027;2337;2291;0;0;1231;0;0;1060;0;0;0;0;"58";"23";"5823"
"5800000000240";7852;2783;2104;2019;0;0;1029;0;0;0;0;990;0;0;"58";"24";"5824"
"5800000000270";7852;6084;4144;4021;2375;0;0;0;0;0;1646;0;0;0;"58";"27";"5827"
"5800000000280";7852;10378;6447;6157;0;0;3344;0;0;0;2813;0;0;0;"58";"28";"5828"
"5800000000290";7852;5483;3546;3384;0;0;1695;0;1689;0;0;0;0;0;"58";"29";"5829"
"5800000000300";7852;11451;7557;7162;0;0;3643;0;0;3519;0;0;0;0;"58";"30";"5830"
"5800000000320";7852;6063;3977;3763;2417;0;0;0;0;0;1346;0;0;0;"58";"32";"5832"
"5900000000010";7852;11915;9387;8896;5402;0;0;0;0;0;3494;0;0;0;"59";"01";"5901"
"5900000000020";7852;32913;25948;24783;0;0;12437;0;0;12346;0;0;0;0;"59";"02";"5902"
"5900000000030";7852;6466;4508;4262;0;0;1533;0;0;0;2729;0;0;0;"59";"03";"5903"
"5900000000090";7852;11209;9537;9267;0;0;4421;0;0;0;0;4846;0;0;"59";"09";"5909"
"5900000000110";7852;18342;13042;12086;7695;0;0;0;0;0;4391;0;0;0;"59";"11";"5911"
"5900000000120";7852;12167;9772;9372;0;0;4225;0;1836;3311;0;0;0;0;"59";"12";"5912"
"5900000000130";7852;16471;12344;11715;0;0;5312;0;0;0;6403;0;0;0;"59";"13";"5913"
"5900000000150";7852;14782;12459;11867;6056;0;0;0;0;0;0;5811;0;0;"59";"15";"5915"
"5900000000170";7852;13201;11422;10896;0;0;6147;0;0;4749;0;0;0;0;"59";"17";"5917"
"5900000000190";7852;31107;21147;19517;10115;0;0;0;0;0;9402;0;0;0;"59";"19";"5919"
"5900000000200";7852;15533;11974;11522;0;0;4723;0;0;0;0;6799;0;0;"59";"20";"5920"
"5900000000230";7852;42351;28551;26918;14519;0;0;0;0;0;12399;0;0;0;"59";"23";"5923"
"5900000000240";7852;33859;22878;21361;11834;0;0;0;0;0;9527;0;0;0;"59";"24";"5924"
"5900000000270";7852;15708;11657;11035;0;0;0;0;6710;0;4325;0;0;0;"59";"27";"5927"
"5900000000320";7852;7853;6736;6493;0;0;3560;0;0;0;2933;0;0;0;"59";"32";"5932"
"5900000000330";7852;38666;28202;26751;0;0;12108;0;0;14627;0;0;16;0;"59";"33";"5933"
"5900000000350";7852;18740;8616;5840;0;0;5840;0;0;0;0;0;0;0;"59";"35";"5935"
"5900000000370";7852;30901;17047;16122;0;0;6498;0;0;9624;0;0;0;0;"59";"37";"5937"
"5900000000400";7852;30045;18981;17973;0;0;10099;0;0;7874;0;0;0;0;"59";"40";"5940"
"5900000000410";7852;21672;11565;10998;0;0;5178;0;0;0;0;5820;0;0;"59";"41";"5941"
"5900000000420";7852;27364;19792;18582;10502;0;0;0;0;0;0;8080;0;0;"59";"42";"5942"
"5900000000450";7852;24404;15976;15050;8043;0;0;0;0;0;7007;0;0;0;"59";"45";"5945"
"5900000000480";7852;22912;17703;16917;0;0;8699;0;0;8218;0;0;0;0;"59";"48";"5948"
"5900000000490";7852;7712;6350;6119;0;0;3910;0;0;0;2209;0;0;0;"59";"49";"5949"
"5900000000520";7852;20101;12176;10989;0;0;6470;0;0;0;0;0;4519;0;"59";"52";"5952"
"5900000000550";7852;21990;16520;15634;8274;0;0;0;0;7360;0;0;0;0;"59";"55";"5955"
"5900000000580";7852;13469;10809;10358;0;0;6707;0;0;3651;0;0;0;0;"59";"58";"5958"
"5900000000590";7852;7065;5704;5443;0;0;3087;0;0;2356;0;0;0;0;"59";"59";"5959"
"5900000000610";7852;35561;25769;24072;0;0;9548;0;0;0;0;14513;11;0;"59";"61";"5961"
"5900000000620";7852;30360;20754;20097;0;0;7814;0;0;0;8608;0;3675;0;"59";"62";"5962"
"5900000000650";7852;34286;23913;22623;10129;0;0;0;0;0;12494;0;0;0;"59";"65";"5965"
"5900000000660";7852;23025;15388;14666;6831;0;0;0;0;7835;0;0;0;0;"59";"66";"5966"
"5900000000680";7852;9566;8383;8147;0;0;3921;0;0;0;0;4226;0;0;"59";"68";"5968"
"5900000000720";7852;34360;23160;22237;0;0;10868;0;0;0;11369;0;0;0;"59";"72";"5972"
"5900000000730";7852;20390;12711;11733;0;0;6542;0;0;0;5191;0;0;0;"59";"73";"5973"
"5900000000750";7852;22423;13631;12888;0;0;4908;0;0;0;7968;0;12;0;"59";"75";"5975"
"6000000000030";7852;10487;6678;6342;0;0;2728;0;0;3614;0;0;0;0;"60";"03";"6003"
"6000000000040";7852;12041;8342;7995;0;0;3724;0;0;0;4271;0;0;0;"60";"04";"6004"
"6000000000110";7852;15723;9719;9354;0;0;4180;0;0;5174;0;0;0;0;"60";"11";"6011"
"6000000000120";7852;16957;12442;11666;6158;0;0;0;0;5508;0;0;0;0;"60";"12";"6012"
"6000000000130";7852;4355;3626;3510;0;0;1537;0;0;0;0;1973;0;0;"60";"13";"6013"
"6000000000180";7852;4004;3102;3007;0;0;1989;0;0;0;1018;0;0;0;"60";"18";"6018"
"6000000000240";7852;8234;5827;5618;3199;0;0;0;0;0;0;2419;0;0;"60";"24";"6024"
"6000000000280";7852;10657;7519;7096;0;0;2732;0;0;0;4364;0;0;0;"60";"28";"6028"
"6000000000300";7852;13190;8987;8637;0;0;4269;0;0;0;4368;0;0;0;"60";"30";"6030"
"6000000000320";7852;14540;10295;9693;0;0;4887;0;0;0;4806;0;0;0;"60";"32";"6032"
"6000000000330";7852;9352;7383;7017;0;0;4115;0;0;0;2902;0;0;0;"60";"33";"6033"
"6000000000350";7852;4423;3693;3590;0;0;0;1730;0;1860;0;0;0;0;"60";"35";"6035"
"6000000000360";7852;20672;12881;12327;0;0;3970;0;0;0;8357;0;0;0;"60";"36";"6036"
"6100000000120";7852;2284;1908;1867;0;0;970;0;0;0;897;0;0;0;"61";"12";"6112"
"6100000000150";7852;10003;6716;6364;0;0;2806;0;0;0;0;3558;0;0;"61";"15";"6115"
"6100000000170";7852;5141;3847;3703;0;0;0;0;0;0;2032;1671;0;0;"61";"17";"6117"
"6100000000240";7852;2854;2309;2232;0;0;0;0;0;990;0;1242;0;0;"61";"24";"6124"
"6100000000390";7852;6873;5215;5052;2344;0;0;0;0;2708;0;0;0;0;"61";"39";"6139"
"6100000000400";7852;9503;6845;6515;0;0;3303;0;0;0;3212;0;0;0;"61";"40";"6140"
"6200000000020";7852;10681;8939;8690;0;0;4084;0;0;4606;0;0;0;0;"62";"02";"6202"
"6200000000030";7852;24031;18156;17304;0;0;7681;0;0;9623;0;0;0;0;"62";"03";"6203"
"6200000000040";7852;19809;14389;13553;0;0;7960;0;0;5593;0;0;0;0;"62";"04";"6204"
"6200000000100";7852;8042;6905;6627;0;0;3230;0;0;0;3397;0;0;0;"62";"10";"6210"
"6200000000120";7852;21636;15669;14925;0;0;8227;0;0;0;6698;0;0;0;"62";"12";"6212"
"6200000000130";7852;12141;7851;7400;0;0;3881;0;0;3519;0;0;0;0;"62";"13";"6213"
"6200000000140";7852;22838;14430;13687;0;0;7681;0;0;0;6006;0;0;0;"62";"14";"6214"
"6200000000150";7852;18744;12719;11952;5486;0;0;0;0;0;6466;0;0;0;"62";"15";"6215"
"6200000000160";7852;18932;12469;11565;4158;0;0;0;0;0;7407;0;0;0;"62";"16";"6216"
"6200000000170";7852;22934;16186;14703;9781;0;0;0;0;0;4922;0;0;0;"62";"17";"6217"
"6200000000180";7852;7396;6814;6635;0;0;3064;0;0;0;3571;0;0;0;"62";"18";"6218"
"6200000000190";7852;15905;10882;10147;6015;0;0;0;0;0;4132;0;0;0;"62";"19";"6219"
"6200000000210";7852;9488;8376;8098;0;0;4208;0;0;0;3890;0;0;0;"62";"21";"6221"
"6200000000230";7852;6517;5952;5829;0;0;3021;0;0;2808;0;0;0;0;"62";"23";"6223"
"6200000000330";7852;14748;12202;11446;0;0;5475;0;0;0;5971;0;0;0;"62";"33";"6233"
"6200000000370";7852;22775;17223;16728;0;0;8530;0;0;0;8198;0;0;0;"62";"37";"6237"
"6200000000430";7852;10662;8703;8468;0;0;2083;0;0;3973;0;2412;0;0;"62";"43";"6243"
"6200000000450";7852;13884;10931;10305;0;0;5167;0;0;0;5138;0;0;0;"62";"45";"6245"
"6200000000460";7852;17956;14122;13495;7412;0;0;0;0;0;6083;0;0;0;"62";"46";"6246"
"6200000000480";7852;24775;15845;14489;0;0;9328;0;0;0;5161;0;0;0;"62";"48";"6248"
"6200000000500";7852;12949;8619;7952;0;0;5185;0;0;2767;0;0;0;0;"62";"50";"6250"
"6200000000530";7852;19923;13656;12589;0;0;8392;0;0;4197;0;0;0;0;"62";"53";"6253"
"6200000000540";7852;14575;7010;3502;3502;0;0;0;0;0;0;0;0;0;"62";"54";"6254"
"6200000000580";7852;14602;11127;10437;0;0;5230;0;0;0;5207;0;0;0;"62";"58";"6258"
"6200000000630";7852;16340;12555;11761;6986;0;0;0;0;4775;0;0;0;0;"62";"63";"6263"
"6200000000640";7852;12583;8451;7794;0;0;4979;0;0;2815;0;0;0;0;"62";"64";"6264"
"6200000000650";7852;13380;8087;7718;0;0;4639;0;0;0;3079;0;0;0;"62";"65";"6265"
"6200000000660";7852;14546;7170;4244;4244;0;0;0;0;0;0;0;0;0;"62";"66";"6266"
"6300000000060";7852;5853;4671;4557;0;0;2434;0;0;0;0;2123;0;0;"63";"06";"6306"
"6300000000070";7852;3821;3353;3250;0;0;1670;0;0;1580;0;0;0;0;"63";"07";"6307"
"6300000000140";7852;4201;3480;3378;0;0;1696;0;0;1682;0;0;0;0;"63";"14";"6314"
"6300000000160";7852;2080;1720;1660;0;0;868;0;0;792;0;0;0;0;"63";"16";"6316"
"6300000000190";7852;13187;10614;10239;0;0;5206;0;0;0;5033;0;0;0;"63";"19";"6319"
"6300000000220";7852;8090;6441;6248;0;0;3042;0;0;3206;0;0;0;0;"63";"22";"6322"
"6300000000230";7852;7194;5696;5532;0;0;3258;0;0;0;2274;0;0;0;"63";"23";"6323"
"6300000000260";7852;7820;6361;6185;0;0;3106;0;0;3079;0;0;0;0;"63";"26";"6326"
"6300000000330";7852;10108;7753;7516;0;0;3577;0;0;3939;0;0;0;0;"63";"33";"6333"
"6300000000420";7852;4112;3206;3131;0;0;1628;0;0;0;0;1503;0;0;"63";"42";"6342"
"6300000000430";7852;7360;6135;5953;0;0;3161;0;0;2792;0;0;0;0;"63";"43";"6343"
"6300000000440";7852;4553;3672;3569;0;0;2074;0;0;1495;0;0;0;0;"63";"44";"6344"
"6300000000460";7852;11113;7893;7493;0;0;3984;0;0;2169;0;0;1340;0;"63";"46";"6346"
"6300000000480";7852;12157;8985;8682;0;0;4154;0;0;4528;0;0;0;0;"63";"48";"6348"
"6300000000490";7852;7140;5605;5393;0;0;2871;0;0;2522;0;0;0;0;"63";"49";"6349"
"6300000000520";7852;8988;6206;6065;0;0;3223;0;0;2842;0;0;0;0;"63";"52";"6352"
"6300000000530";7852;5758;3241;3146;0;0;0;1457;0;0;1689;0;0;0;"63";"53";"6353"
"6300000000540";7852;9547;5349;5170;0;0;3002;0;0;0;2168;0;0;0;"63";"54";"6354"
"6300000000580";7852;10461;7034;6806;0;0;3170;0;0;3636;0;0;0;0;"63";"58";"6358"
"6400000000050";7852;4290;3604;3463;0;0;1730;0;0;0;0;1733;0;0;"64";"05";"6405"
"6400000000070";7852;10873;6530;6314;3614;0;0;0;0;2700;0;0;0;0;"64";"07";"6407"
"6400000000130";7852;3640;3022;2936;0;0;525;0;0;1168;1243;0;0;0;"64";"13";"6413"
"6400000000160";7852;3198;2643;2564;0;0;1235;0;0;0;1329;0;0;0;"64";"16";"6416"
"6400000000190";7852;13024;9759;9417;0;0;4227;0;0;5190;0;0;0;0;"64";"19";"6419"
"6400000000210";7852;6343;5057;4867;0;0;2620;0;0;0;0;2247;0;0;"64";"21";"6421"
"6400000000250";7852;10111;8236;7948;0;0;4308;0;0;0;3640;0;0;0;"64";"25";"6425"
"6400000000270";7852;9416;7234;6982;0;0;3274;0;0;3708;0;0;0;0;"64";"27";"6427"
"6400000000300";7852;12697;8256;8022;0;0;3905;0;0;0;4117;0;0;0;"64";"30";"6430"
"6400000000440";7852;10369;5696;5455;0;0;1677;0;0;0;3778;0;0;0;"64";"44";"6444"
