"CodeCanton";"Inscrits";"Votants";"Exprimés";"PC";"EXG";"SOC";"RDG";"DVG";"UDF";"RPR";"DVD";"FN";"ECO";"CodeDpt"
"8008";8172;4790;4495;1362;0;765;117;0;0;0;1493;758;0;"80"
"8010";15358;9908;9478;2922;223;1956;0;376;0;2976;0;1025;0;"80"
"8011";8385;6704;6358;2622;0;991;158;0;826;1430;0;331;0;"80"
"8016";3066;2526;2454;287;0;319;0;0;1676;0;0;172;0;"80"
"8017";5733;4334;3997;394;0;1102;0;0;0;0;1926;575;0;"80"
"8018";13272;10268;9808;2607;0;1785;0;0;2053;1512;1181;670;0;"80"
"8021";9727;7686;7378;622;0;2641;265;0;3461;0;0;389;0;"80"
"8022";9079;7510;7214;2325;0;842;105;293;1597;0;1733;319;0;"80"
"8026";6796;5258;5043;665;0;879;0;0;1176;1054;790;479;0;"80"
"8027";8304;5802;5551;806;652;904;0;0;0;2755;0;434;0;"80"
"8029";6655;5573;5373;799;0;1584;0;0;2783;0;0;207;0;"80"
"8030";5627;4519;4396;572;0;1568;0;0;0;0;2068;188;0;"80"
"8036";5788;4658;4492;1707;0;351;0;0;689;580;853;312;0;"80"
"8038";8657;7158;6962;695;0;2985;0;0;0;2973;0;309;0;"80"
"8039";9094;6653;6458;697;0;1004;0;0;0;2836;1412;509;0;"80"
"8041";7299;5634;5451;418;0;1173;0;599;2068;0;543;650;0;"80"
"8042";14415;9199;8885;1173;0;1815;579;0;4154;0;0;1164;0;"80"
"8043";10203;6417;6272;411;0;944;250;0;3564;0;0;762;341;"80"
"8044";12676;7466;7126;1052;0;1516;0;0;0;2945;580;1033;0;"80"
"8045";8863;5133;4874;871;278;1187;0;0;1121;0;614;803;0;"80"
"8046";9111;7478;7031;2102;0;2005;160;0;1267;1216;0;281;0;"80"
"8101";2917;2343;2252;83;0;446;0;0;1502;0;0;221;0;"81"
"8102";12643;8624;8143;605;0;2521;0;0;2038;1706;1273;0;0;"81"
"8103";690;567;533;12;0;118;0;0;0;360;0;43;0;"81"
"8107";3068;2480;2419;86;0;1053;0;0;0;502;586;192;0;"81"
"8109";3211;2476;2426;117;0;554;0;0;1518;0;0;150;87;"81"
"8110";1649;1405;1337;125;0;224;828;12;0;0;78;70;0;"81"
"8113";11514;9110;8641;1125;0;3061;0;0;0;3710;0;745;0;"81"
"8114";7157;5484;5210;536;0;2192;0;0;0;0;1934;548;0;"81"
"8116";3049;2513;2293;373;0;0;0;0;1726;0;0;194;0;"81"
"8118";3277;2501;2416;173;67;681;1178;0;0;0;0;317;0;"81"
"8119";11009;8387;8111;338;0;911;2779;0;0;2518;573;992;0;"81"
"8121";2306;1952;1851;79;0;522;0;0;0;1128;0;122;0;"81"
"8122";1680;1451;1422;14;0;175;0;245;0;0;956;32;0;"81"
"8126";5923;5088;4949;123;0;2443;0;0;0;0;2172;211;0;"81"
"8127";4234;3419;3189;189;0;683;0;0;0;1931;0;386;0;"81"
"8129";2842;2312;2231;133;0;1097;0;0;0;0;780;221;0;"81"
"8130";2006;1559;1503;121;0;648;0;0;0;0;619;115;0;"81"
"8132";2434;2112;2059;124;0;1135;200;0;0;559;0;41;0;"81"
"8137";8874;6184;5850;937;0;2062;0;0;874;796;510;459;212;"81"
"8138";15718;10951;10408;984;0;2775;1147;0;1405;2131;1068;898;0;"81"
"8142";8978;6591;6399;510;0;1430;878;0;0;0;2650;931;0;"81"
"8143";7880;5716;5408;810;0;2094;0;0;661;1126;0;402;315;"81"
"8202";5161;4003;3874;386;0;1171;582;0;760;975;0;0;0;"82"
"8204";4648;3261;3095;354;0;911;446;0;868;516;0;0;0;"82"
"8205";9215;6808;6487;476;0;1986;0;0;0;3443;0;582;0;"82"
"8207";7032;5247;4990;538;0;1125;1582;0;1197;0;0;548;0;"82"
"8208";3366;2735;2658;93;0;1229;0;0;1336;0;0;0;0;"82"
"8209";4208;3228;3132;128;0;0;574;1282;735;413;0;0;0;"82"
"8213";2225;1666;1585;94;0;380;548;0;0;0;563;0;0;"82"
"8214";2228;1860;1820;98;0;172;917;0;0;0;633;0;0;"82"
"8215";9936;6693;6413;399;0;1763;829;98;1504;1180;0;640;0;"82"
"8218";2559;2069;1990;95;0;0;1019;134;0;742;0;0;0;"82"
"8220";4523;3399;3261;232;259;768;0;0;1088;589;325;0;0;"82"
"8222";6735;5111;4919;299;0;407;2175;0;1261;777;0;0;0;"82"
"8226";5488;3771;3609;493;0;583;1029;0;0;1105;1;398;0;"82"
"8304";5902;4745;4645;1766;0;338;0;0;1362;628;23;528;0;"83"
"8305";11371;8248;7984;1389;0;1153;0;0;0;0;3973;1469;0;"83"
"8306";3741;2817;2753;219;0;1208;0;0;481;548;26;271;0;"83"
"8313";23223;15270;14914;848;0;2393;0;145;8465;0;0;3063;0;"83"
"8315";28804;19521;18953;1567;0;4255;0;0;3532;4071;1490;4038;0;"83"
"8316";8188;6502;6353;362;0;2898;0;0;695;1383;266;749;0;"83"
"8317";9075;7141;6979;720;0;3087;0;0;1118;884;106;1064;0;"83"
"8318";23281;15069;14659;1182;0;3627;0;0;3096;2942;0;3812;0;"83"
"8319";5252;4398;4271;442;0;2595;0;0;319;526;0;389;0;"83"
"8321";9751;7382;7174;897;0;2256;0;0;1086;1584;0;1351;0;"83"
"8322";12660;9271;9108;504;0;1907;0;0;2290;2277;667;1463;0;"83"
"8324";26249;16998;16588;6460;183;1159;0;0;5459;0;810;2517;0;"83"
"8326";2392;1908;1875;166;0;360;0;216;0;324;605;204;0;"83"
"8328";16927;9967;9674;1800;0;1254;0;0;2440;1536;0;2644;0;"83"
"8331";7857;4256;4172;279;47;519;0;16;1714;0;289;1308;0;"83"
"8335";9866;5905;5716;603;0;1132;0;0;2289;0;222;1470;0;"83"
"8337";11000;8211;8018;999;0;2625;0;0;0;0;2840;1554;0;"83"
"8339";19497;13020;12661;702;0;1990;727;0;0;5393;667;3182;0;"83"
"8340";19133;12228;11827;1213;0;1869;0;0;0;0;5332;3413;0;"83"
"8341";33016;21785;21164;3997;0;2680;0;0;3217;3588;3122;4560;0;"83"
"8401";13506;9374;9164;481;0;3678;0;0;0;1075;2355;1575;0;"84"
"8403";15224;9469;9143;1071;315;2750;0;0;2035;1363;0;1609;0;"84"
"8404";3220;2710;2649;843;0;433;0;0;0;604;599;170;0;"84"
"8405";20170;14653;14216;3974;221;2181;0;0;1863;3968;0;2009;0;"84"
"8407";3086;2250;2192;188;97;1073;0;0;409;203;0;222;0;"84"
"8408";8916;6706;6533;572;0;2678;0;0;0;1273;949;1061;0;"84"
"8409";16189;10542;10167;1232;0;1984;0;1171;3928;0;0;1852;0;"84"
"8413";19105;14311;13862;1511;0;5456;0;0;0;0;4895;2000;0;"84"
"8414";2912;2375;2324;213;28;616;0;470;0;493;370;134;0;"84"
"8415";4977;4109;3980;335;0;904;0;0;0;0;2506;235;0;"84"
"8416";15610;9984;9576;1066;0;1728;0;0;1543;2922;407;1910;0;"84"
"8423";18789;12108;11631;1468;467;2980;0;0;1088;3473;0;2155;0;"84"
"8501";5461;3798;3565;229;0;470;0;0;2650;0;0;216;0;"85"
"8502";5107;3871;3794;265;0;2078;0;0;0;0;1303;148;0;"85"
"8503";15679;10817;10401;269;0;1751;0;0;2611;0;5306;464;0;"85"
"8505";11995;8492;8191;165;827;0;0;0;3305;954;2559;381;0;"85"
"8506";10309;7456;6978;184;402;1352;0;0;0;0;5040;0;0;"85"
"8508";14608;10533;10221;237;0;1236;0;0;0;5087;3230;431;0;"85"
"8509";6246;4782;4628;343;0;0;0;1479;1238;808;617;143;0;"85"
"8510";3687;2659;2578;51;0;0;0;369;865;0;1239;54;0;"85"
"8512";7754;5521;5368;401;0;1262;0;0;0;2885;820;0;0;"85"
"8520";13299;9536;9063;600;0;1315;0;0;6576;0;0;572;0;"85"
"8522";5933;4533;4382;52;0;391;0;0;2664;0;1106;169;0;"85"
"8523";18234;12212;11791;413;667;4461;0;0;4442;1159;0;649;0;"85"
"8524";26764;18027;17376;984;0;0;6178;0;0;8273;0;1941;0;"85"
"8525";9192;6789;6544;86;0;742;0;0;0;0;5716;0;0;"85"
"8527";6070;4665;4563;166;0;0;0;1434;2778;0;44;141;0;"85"
"8530";9193;7013;6784;304;0;1635;0;0;4312;0;0;533;0;"85"
"8602";4080;2928;2826;298;0;840;0;0;1570;0;0;118;0;"86"
"8604";8267;5943;5772;1379;0;851;0;0;3326;0;0;216;0;"86"
"8605";7272;5453;5259;386;0;2541;0;0;0;2107;0;225;0;"86"
"8606";5948;4249;4083;292;0;670;0;0;2895;0;0;226;0;"86"
"8610";3574;2559;2462;184;0;887;0;0;0;0;1203;188;0;"86"
"8612";9150;6371;6154;428;0;1059;0;0;4331;0;0;336;0;"86"
"8613";7946;5744;5454;469;0;0;0;2017;2649;0;0;319;0;"86"
"8614";6585;4972;4861;1161;301;486;0;0;0;0;2768;145;0;"86"
"8615";4864;3684;3545;169;0;1385;0;0;657;1156;0;178;0;"86"
"8616";4238;3192;3022;204;0;0;0;720;1957;0;0;141;0;"86"
"8619";8792;6432;6293;400;0;2294;0;0;3395;0;0;204;0;"86"
"8620";5249;3923;3807;0;0;0;0;2276;1302;0;0;229;0;"86"
"8624";6605;4583;4430;333;0;966;0;0;0;0;2946;185;0;"86"
"8626";3375;2495;2386;198;136;491;0;0;1415;0;0;146;0;"86"
"8627";3762;2521;2428;214;0;0;0;455;1601;0;0;158;0;"86"
"8630";8815;6487;6282;309;0;1401;0;295;1390;2664;0;223;0;"86"
"8632";10433;6321;6019;1667;62;1420;0;32;828;729;838;443;0;"86"
"8634";10552;6118;5906;767;270;1259;0;160;0;0;3035;415;0;"86"
"8638";9909;6343;6086;784;127;2564;0;0;1284;883;0;444;0;"86"
"8701";11280;8444;7879;1433;0;3559;0;0;853;2034;0;0;0;"87"
"8702";9564;7143;6774;1954;0;2423;0;0;0;2397;0;0;0;"87"
"8703";6148;4778;4505;1513;0;744;0;0;0;0;2248;0;0;"87"
"8707";3958;3024;2856;382;0;1233;0;0;0;1241;0;0;0;"87"
"8709";6204;4725;4540;1857;621;1196;0;0;0;719;147;0;0;"87"
"8712";5603;3581;3389;542;0;1177;0;0;0;941;417;312;0;"87"
"8714";5699;3574;3320;763;150;1045;0;0;0;711;0;258;393;"87"
"8715";3911;2988;2910;1343;0;613;0;0;164;707;0;83;0;"87"
"8718";5657;4367;4199;1279;0;1486;0;0;0;878;556;0;0;"87"
"8723";5662;4464;4278;929;0;0;0;2352;0;997;0;0;0;"87"
"8724";7850;5810;5438;2644;0;1010;0;0;0;1784;0;0;0;"87"
"8725";3500;2820;2737;426;0;444;0;669;0;0;1198;0;0;"87"
"8726";7920;6081;5767;1779;0;2426;0;0;0;1562;0;0;0;"87"
"8728";4361;3000;2880;1661;0;395;0;0;0;824;0;0;0;"87"
"8730";9659;6273;5991;600;0;1701;0;0;0;2636;499;555;0;"87"
"8731";7944;5494;5067;847;0;2301;0;0;0;1919;0;0;0;"87"
"8733";6231;4414;4166;1018;0;1222;0;0;1058;868;0;0;0;"87"
"8735";8616;6001;5599;1818;161;2034;0;0;0;1288;298;0;0;"87"
"8737";11885;8449;7888;1239;0;3023;0;0;0;2713;913;0;0;"87"
"8740";6763;4647;4437;480;0;1788;0;0;965;922;0;282;0;"87"
"8742";5641;3616;3346;1021;0;1142;0;0;929;0;190;0;64;"87"
"8802";1797;1417;1367;132;0;0;0;370;0;0;794;71;0;"88"
"8803";10350;7521;7080;462;0;1531;0;0;0;0;4287;800;0;"88"
"8806";13247;9276;8817;3559;0;1134;0;0;0;0;3210;914;0;"88"
"8807";4903;3582;3469;263;0;1020;0;0;0;1944;0;242;0;"88"
"8811";3967;3083;2947;93;0;642;0;0;0;2001;0;211;0;"88"
"8812";18034;11432;10844;490;578;3445;0;0;5134;0;0;1197;0;"88"
"8813";9067;6246;5876;2082;0;1035;0;0;0;902;1475;382;0;"88"
"8814";7463;5372;5159;1482;304;738;0;0;456;1716;0;463;0;"88"
"8816";8541;6138;5750;552;0;2114;0;0;0;2434;0;650;0;"88"
"8817";2308;1790;1730;66;0;356;0;0;957;0;215;136;0;"88"
"8818";10512;6989;6585;563;0;1510;0;0;0;3489;458;565;0;"88"
"8824";13082;8705;8276;432;0;3705;0;0;0;3320;139;680;0;"88"
"8825";20880;11113;10643;207;0;4071;0;0;0;5784;0;581;0;"88"
"8827";12388;8722;8284;527;0;1230;0;0;0;0;5578;949;0;"88"
"8829";7593;5413;5188;143;0;0;355;826;0;0;3539;325;0;"88"
"8903";8511;5151;4986;377;315;974;0;0;2043;0;737;540;0;"89"
"8905";7892;5567;5404;310;0;2092;0;0;0;0;2598;404;0;"89"
"8906";3918;2651;2487;303;0;542;0;0;1642;0;0;0;0;"89"
"8908";2121;1618;1583;118;0;148;0;145;401;648;0;123;0;"89"
"8909";3370;2339;2252;248;0;436;0;0;0;0;1306;262;0;"89"
"8912";3903;2922;2853;305;556;381;0;0;1453;0;0;158;0;"89"
"8914";2309;1691;1618;101;114;201;0;0;1099;0;0;103;0;"89"
"8916";3433;2428;2356;209;0;324;0;0;0;1033;640;150;0;"89"
"8918";2148;1669;1648;91;0;171;0;0;427;0;895;64;0;"89"
"8920";3221;2307;2223;123;0;523;0;0;1287;0;0;290;0;"89"
"8922";8584;6238;6061;593;0;2465;0;0;740;1642;0;621;0;"89"
"8923";2095;1521;1489;90;0;245;0;0;0;772;315;67;0;"89"
"8925";5180;3648;3548;669;0;834;0;0;988;749;0;308;0;"89"
"8928";6760;4471;4282;803;0;1020;0;0;775;846;270;568;0;"89"
"8929";7994;5171;4985;533;0;1030;0;0;2719;0;0;703;0;"89"
"8931";4526;3280;3214;331;0;508;0;0;0;0;2006;369;0;"89"
"8934";3955;2957;2896;504;0;430;0;264;745;747;0;206;0;"89"
"8935";3904;2777;2695;232;0;923;0;0;0;0;1291;249;0;"89"
"8937";5774;3716;3601;360;0;396;0;0;0;0;2338;507;0;"89"
"8940";9454;5799;5593;1706;0;810;0;0;698;1006;641;732;0;"89"
"9001";5705;3591;3447;197;0;1129;0;0;947;588;586;0;0;"90"
"9006";6171;4458;4245;185;0;1945;0;0;415;1165;535;0;0;"90"
"9007";6838;4199;4066;176;0;1081;0;0;1390;0;414;762;243;"90"
"9008";5603;3672;3459;283;0;1348;0;0;652;579;0;597;0;"90"
"9009";4135;2648;2526;206;144;963;0;0;0;723;0;490;0;"90"
"9010";6179;4249;3999;238;0;1757;0;0;738;1000;266;0;0;"90"
"9011";5843;4267;4110;204;0;1519;0;0;423;1402;562;0;0;"90"
"9015";3163;2155;2049;114;0;821;0;0;0;759;0;355;0;"90"
"9101";18346;11903;11558;2555;0;2078;250;0;839;1752;2935;1149;0;"91"
"9102";21042;12501;12133;1822;0;2405;610;0;0;5711;0;1585;0;"91"
"9105";14933;8892;8727;678;0;1873;0;0;737;3774;0;1125;540;"91"
"9106";11243;6782;6611;2701;0;620;0;0;0;499;2075;453;263;"91"
"9107";8139;5810;5628;299;54;2568;0;0;527;1672;0;508;0;"91"
"9109";11322;7452;7256;1077;153;1459;0;0;3382;0;394;791;0;"91"
"9110";13672;8634;8374;1316;332;2288;0;0;1425;0;2226;787;0;"91"
"9115";10341;5824;5696;864;63;1559;147;621;596;1274;0;572;0;"91"
"9117";8289;6365;6214;1775;0;488;0;0;1099;970;1431;451;0;"91"
"9118";7871;5765;5609;505;0;900;122;0;381;1895;1331;475;0;"91"
"9120";14791;9587;9331;1320;0;2017;317;0;0;1848;2993;836;0;"91"
"9121";14954;9523;9314;722;258;3015;335;0;0;1397;2833;754;0;"91"
"9125";17430;10875;10601;3133;177;1991;349;0;883;1696;1234;1138;0;"91"
"9128";18976;11393;11086;752;0;3664;0;0;0;0;5241;1429;0;"91"
"9129";16403;9830;9647;988;265;1910;0;0;0;0;5502;982;0;"91"
"9130";11145;7109;7008;370;0;1509;322;0;3667;0;215;671;254;"91"
"9131";14370;8371;8148;2965;0;1145;317;0;1190;1394;0;1137;0;"91"
"9134";14683;8117;7805;1706;228;1505;0;353;813;2077;0;1123;0;"91"
"9138";15761;8676;8453;1262;0;1647;290;0;884;2300;316;1246;508;"91"
"9139";11439;6699;6505;406;192;1987;257;0;0;2035;568;760;300;"91"
"9140";10470;5745;5566;1897;77;906;119;0;401;1114;403;649;0;"91"
"9141";13552;8393;8188;1052;0;2824;0;0;1818;1298;169;1027;0;"91"
"9142";13329;7441;7198;787;173;2644;0;0;872;1860;0;862;0;"91"
"9143";12015;6522;6310;640;327;2366;296;0;0;1219;727;735;0;"91"
"9202";23582;12980;12675;1050;166;2473;393;0;0;5878;208;2507;0;"92"
"9207";19219;11389;11217;543;138;2051;0;0;0;6983;0;1502;0;"92"
"9209";20330;12130;11926;694;0;2594;280;0;6203;0;48;1459;648;"92"
"9210";14783;9554;9394;1800;0;1857;0;0;788;3563;0;949;437;"92"
"9211";24858;15512;15213;746;0;2795;679;0;8699;0;0;2294;0;"92"
"9214";12562;7724;7501;2582;224;1193;0;0;1155;1206;0;1141;0;"92"
"9217";16160;10046;9864;1542;0;1643;0;0;3527;1639;57;1456;0;"92"
"9219";14079;8388;8193;630;0;1593;0;0;0;2183;2572;1215;0;"92"
"9220";10902;6672;6533;2916;171;747;0;0;0;1253;282;893;271;"92"
"9221";15467;9191;9007;887;124;2053;0;0;0;4336;0;1197;410;"92"
"9223";19510;12590;12291;2593;111;2355;0;152;973;4352;70;1685;0;"92"
"9226";26673;15529;15273;1053;0;3529;0;0;6049;0;1841;1952;849;"92"
"9227";22835;14039;13766;1052;161;3358;0;424;7304;0;0;1467;0;"92"
"9229";8175;4208;4057;1385;158;813;0;0;647;0;468;586;0;"92"
"9230";19618;12348;12194;143;0;962;216;0;0;8873;36;1963;1;"92"
"9232";26763;15484;15086;4774;299;2842;218;0;2269;2709;0;1975;0;"92"
"9233";20801;13599;13344;798;114;2130;0;0;0;8703;77;1522;0;"92"
"9234";26466;16610;16238;1230;238;3484;0;0;9277;0;148;1860;1;"92"
"9235";18324;11251;11081;243;95;1703;0;0;7486;0;32;1520;2;"92"
"9236";15475;9510;9325;329;0;1979;0;0;3841;1503;35;1132;506;"92"
"9239";15649;9134;8945;722;0;2402;0;0;4237;0;0;1183;401;"92"
"9241";15283;8952;8749;902;0;2984;167;0;861;2343;0;1065;427;"92"
"9242";14345;8245;7979;2999;0;1307;185;0;689;1587;0;1212;0;"92"
"9244";9296;5568;5361;2680;0;714;0;0;1000;0;0;966;1;"92"
"9245";15153;9119;8854;3165;115;1171;0;0;0;1445;1730;1228;0;"92"
"9301";18670;10063;9794;4181;577;1313;0;0;0;2080;0;1643;0;"93"
"9303";23138;12713;12367;2815;354;2196;0;97;1237;2629;0;2444;595;"93"
"9310";16282;8644;8359;3201;486;1444;0;0;0;0;1803;1425;0;"93"
"9311";20483;11200;10791;4242;336;1735;0;0;716;1969;0;1793;0;"93"
"9312";24559;14396;14093;1553;0;5267;0;0;1484;2492;0;2423;874;"93"
"9313";22107;13039;12790;2314;0;2277;0;0;0;5280;0;2102;817;"93"
"9315";16954;10363;10084;1497;0;2142;0;0;3584;0;202;2028;631;"93"
"9317";14776;8079;7890;1750;193;1496;0;105;1093;0;1878;1375;0;"93"
"9319";24828;15003;14695;2515;210;3000;0;360;0;4805;623;2424;758;"93"
"9322";11188;6514;6323;648;0;1570;292;0;0;2605;0;1208;0;"93"
"9323";18332;11328;11026;1071;0;3835;0;100;0;2715;1436;1869;0;"93"
"9324";20195;11545;11346;2193;0;1616;0;0;4911;0;0;1963;663;"93"
"9325";14566;8119;7873;3806;0;1056;0;0;0;1718;0;1293;0;"93"
"9326";20775;12486;12273;3292;0;1596;0;0;0;0;5001;1750;634;"93"
"9328";13302;7351;7099;2249;459;1185;0;84;1470;0;447;1205;0;"93"
"9330";12090;6926;6679;1993;367;1214;0;0;0;0;1861;1244;0;"93"
"9331";20574;11804;11500;3493;259;2160;0;0;576;2464;0;1954;594;"93"
"9338";9267;5391;5295;1217;39;972;0;50;842;1118;29;861;167;"93"
"9339";16105;9240;8896;2938;0;1951;0;0;0;2289;0;1718;0;"93"
"9340";12680;7033;6888;1425;0;1547;0;0;0;2078;167;1187;484;"93"
"9402";14572;9164;8954;1101;444;2221;0;367;1008;2737;0;1076;0;"94"
"9403";8155;4790;4677;2471;0;434;0;0;0;1118;414;0;240;"94"
"9405";13167;8686;8469;866;428;3409;0;0;1496;1212;135;923;0;"94"
"9407";18463;11663;11356;743;0;2712;0;0;6091;0;0;1810;0;"94"
"9408";8645;5040;4967;428;90;791;161;0;0;0;2446;796;255;"94"
"9409";19260;12219;11888;3953;0;2015;0;0;0;2303;2129;1488;0;"94"
"9410";12026;7403;7193;787;0;3682;0;0;0;1626;0;840;258;"94"
"9411";14366;8530;8360;4213;0;924;0;0;0;2022;32;850;319;"94"
"9413";14180;8687;8491;4442;132;1307;0;0;1527;0;0;767;316;"94"
"9414";16306;10179;10103;5508;0;1446;0;156;1657;0;0;961;375;"94"
"9417";15674;10163;9981;888;0;1944;0;0;0;5276;0;1320;553;"94"
"9418";15703;9897;9650;856;0;1839;0;352;5432;0;0;1171;0;"94"
"9419";16439;10340;10135;482;0;1654;0;0;0;6468;0;1531;0;"94"
"9421";18939;11754;11612;713;0;1927;0;0;0;6918;0;1537;517;"94"
"9423";19701;12517;12319;686;1;2050;0;0;4233;0;3155;1743;451;"94"
"9424";15719;9484;9269;528;183;1983;0;0;2632;0;2605;1338;0;"94"
"9425";13263;8597;8432;999;510;1613;85;0;0;4086;0;847;292;"94"
"9427";13295;7889;7709;2969;0;1477;0;0;1816;0;0;919;528;"94"
"9429";11273;6999;6813;1359;266;795;0;353;0;0;3014;805;221;"94"
"9434";17005;10687;10386;5039;0;1708;0;0;2041;0;558;1040;0;"94"
"9436";14337;8556;8351;617;185;3673;0;0;0;2402;376;864;234;"94"
"9439";15107;9372;9237;477;0;1581;0;197;5296;0;0;1263;423;"94"
"9440";10481;6209;5978;568;104;3175;0;0;0;0;1303;828;0;"94"
"9441";14178;7772;7560;2595;172;1189;0;0;2120;0;365;1119;0;"94"
"9442";11353;7145;6974;3172;0;954;0;0;436;1666;0;746;0;"94"
"9443";13232;7430;7227;550;208;2637;0;0;2216;0;386;820;410;"94"
"9445";12077;7816;7675;424;0;1268;0;0;0;0;4941;1034;8;"94"
"9447";10670;6221;6017;2111;0;846;128;0;0;1378;440;834;280;"94"
"9448";13503;7917;7808;3421;109;1218;0;0;0;1734;0;888;438;"94"
"9449";14348;8324;8110;2786;261;1489;0;0;1553;538;0;1029;454;"94"
"9501";13847;7583;7348;2493;318;936;0;0;0;0;1850;1223;528;"95"
"9503";15509;9717;9431;3014;232;0;1869;0;1319;1735;0;1262;0;"95"
"9507";15884;9180;8949;629;0;2229;0;0;3490;1232;0;1369;0;"95"
"9508";13961;8730;8565;863;0;2230;0;0;3246;1051;123;1052;0;"95"
"9511";18432;10862;10500;1311;0;2209;0;0;5727;0;0;1253;0;"95"
"9513";15585;9558;9287;1389;0;1911;0;0;0;0;4640;1347;0;"95"
"9516";8522;6157;5995;426;0;1527;0;0;3260;0;0;782;0;"95"
"9517";6127;4691;4568;438;0;761;0;0;1664;1257;0;448;0;"95"
"9518";15933;9692;9496;502;0;2319;0;0;2496;2741;0;1438;0;"95"
"9521";12282;7042;6766;929;0;2029;0;0;0;1862;832;1114;0;"95"
"9522";13106;7600;7391;1102;312;1460;0;0;2635;795;0;1087;0;"95"
"9523";12604;6890;6683;1499;99;1142;0;0;1190;1132;584;1037;0;"95"
"9526";10981;7663;7445;1025;0;1557;0;0;3966;0;0;897;0;"95"
"9528";12756;8031;7873;1432;0;1154;0;0;0;0;4452;835;0;"95"
"9531";14302;9227;8917;984;0;2170;0;0;4416;0;0;1347;0;"95"
"9533";14567;7526;7279;1083;0;1994;0;0;0;0;3163;1039;0;"95"
"9534";9560;6649;6492;614;0;1329;0;0;0;0;3741;808;0;"95"
"9536";17147;9290;9028;2976;0;1446;0;0;2252;0;0;1661;693;"95"
"9537";13837;7650;7413;1371;164;2045;0;0;788;2049;0;996;0;"95"
"9538";9081;4398;4213;1083;0;899;0;0;0;0;1539;692;0;"95"
"9540";13271;7866;7652;882;0;1426;0;0;2026;1048;1135;1135;0;"95"
"9603";5268;3347;3239;537;156;0;1064;164;0;335;701;282;0;"96"
"9605";4162;3369;3351;234;91;473;1100;88;1365;0;0;0;0;"96"
"9609";3321;2745;2707;392;46;978;0;101;0;618;480;92;0;"96"
"9610";4777;3591;3546;61;119;224;1444;153;0;1545;0;0;0;"96"
"9614";3695;2971;2964;292;62;0;1232;60;0;1265;0;53;0;"96"
"9616";4621;3760;3739;215;58;327;687;931;658;797;0;66;0;"96"
"9617";4139;2642;2549;133;157;366;540;125;1045;0;0;183;0;"96"
"9620";3886;3079;3048;391;106;321;617;356;0;1257;0;0;0;"96"
"9625";4262;3398;3369;0;91;129;1299;1115;195;495;0;45;0;"96"
"9629";3479;2831;2798;191;57;0;1136;132;0;836;394;52;0;"96"
"9641";5266;3448;3422;218;220;0;1543;341;0;884;0;216;0;"96"
"9642";3364;2592;2567;352;107;179;940;358;0;465;0;166;0;"96"
"9658";2376;1717;1685;122;78;0;906;388;0;125;0;66;0;"96"
"9667";1744;1077;1014;184;45;0;465;36;0;172;0;112;0;"96"
